Order_ID,Company,City,Customer_Age,Product_Category,Discount_Applied,Order_Value,Delivery_Time_Min,Distance_Km,Items_Count,Customer_Rating,Delivery_Partner_Rating
ORD000245,BigBasket Now,Delhi,40.0,Snacks & Munchies,Yes,382.72,18.0,5.89,2.0,4.0,5.0
ORD000246,Swiggy Instamart,Delhi,62.0,Household Essentials,Yes,1404.58,8.4,8.08,3.0,5.0,4.0
ORD000247,JioMart Express,Chennai,48.0,Fruits & Vegetables,No,199.24,18.8,3.54,10.0,4.0,5.0
ORD000248,Dunzo,Mumbai,57.0,Meat & Seafood,Yes,368.58,8.1,7.23,8.0,3.0,2.0
ORD000249,Swiggy Instamart,Delhi,31.0,Baby Care,Yes,291.9,24.8,9.92,9.0,5.0,
ORD000250,BigBasket Now,Kolkata,47.0,Meat & Seafood,Yes,707.62,23.6,4.2,19.0,3.0,4.0
ORD000251,BigBasket Now,Mumbai,56.0,Groceries,No,105.23,20.1,8.01,1.0,2.0,3.0
ORD000252,Swiggy Instamart,Delhi,44.0,Snacks & Munchies,No,169.72,12.5,2.84,2.0,3.0,3.0
ORD000253,BigBasket Now,Pune,64.0,Fruits & Vegetables,No,378.26,17.6,3.18,4.0,5.0,3.0
ORD000254,Swiggy Instamart,Mumbai,33.0,Beverages,Yes,1023.34,13.4,9.38,16.0,5.0,5.0
ORD000255,Zepto,Mumbai,23.0,Beverages,No,461.97,10.9,0.75,12.0,3.0,5.0
ORD000256,Swiggy Instamart,Bangalore,50.0,Baby Care,Yes,179.3,14.4,2.57,2.0,,4.0
ORD000257,Swiggy Instamart,Delhi,61.0,Bakery,Yes,196.7,21.7,5.09,15.0,,2.0
ORD000258,BigBasket Now,Hyderabad,35.0,Household Essentials,No,1100.8,16.7,4.32,18.0,4.0,5.0
ORD000259,BigBasket Now,Kolkata,33.0,Bakery,No,277.92,29.4,6.48,16.0,3.0,3.0
ORD000260,Blinkit,Mumbai,29.0,Snacks & Munchies,No,229.11,22.3,2.33,12.0,1.0,4.0
ORD000261,Blinkit,Hyderabad,37.0,Bakery,No,978.89,21.4,1.17,18.0,5.0,5.0
ORD000262,Zepto,Bangalore,62.0,Baby Care,No,740.01,8.6,4.01,14.0,3.0,3.0
ORD000263,Blinkit,Mumbai,57.0,Fruits & Vegetables,Yes,866.48,14.7,5.48,12.0,2.0,4.0
ORD000264,Swiggy Instamart,Hyderabad,46.0,Fruits & Vegetables,Yes,228.14,10.7,5.84,5.0,5.0,1.0
ORD000265,BigBasket Now,Delhi,47.0,Fruits & Vegetables,Yes,161.57,15.3,6.21,4.0,5.0,2.0
ORD000266,Blinkit,Bangalore,43.0,Beverages,No,436.99,12.5,5.71,18.0,4.0,5.0
ORD000267,Blinkit,Mumbai,39.0,Personal Care,Yes,493.28,14.1,2.83,17.0,5.0,3.0
ORD000268,Zepto,Bangalore,50.0,Snacks & Munchies,No,502.08,25.1,7.76,16.0,4.0,4.0
ORD000269,JioMart Express,Delhi,56.0,Household Essentials,Yes,979.37,19.9,1.33,10.0,2.0,3.0
ORD000270,Zepto,Kolkata,64.0,Snacks & Munchies,Yes,142.56,24.6,2.38,17.0,2.0,4.0
ORD000271,Swiggy Instamart,Mumbai,46.0,Snacks & Munchies,Yes,675.75,8.7,7.52,12.0,3.0,2.0
ORD000272,BigBasket Now,Bangalore,39.0,Bakery,Yes,208.94,16.8,3.16,12.0,,5.0
ORD000273,Zepto,Bangalore,62.0,Dairy & Eggs,No,674.14,24.2,5.19,4.0,4.0,2.0
ORD000274,Blinkit,Chennai,30.0,Snacks & Munchies,Yes,303.39,30.0,3.61,3.0,1.0,5.0
ORD000275,BigBasket Now,Hyderabad,26.0,Baby Care,Yes,247.55,8.9,5.32,1.0,4.0,4.0
ORD000276,BigBasket Now,Hyderabad,41.0,Dairy & Eggs,Yes,279.8,14.3,3.79,12.0,3.0,4.0
ORD000277,Blinkit,Kolkata,32.0,Personal Care,Yes,169.46,24.9,9.94,8.0,4.0,5.0
ORD000278,Zepto,Pune,53.0,Baby Care,Yes,413.33,15.2,3.9,8.0,4.0,3.0
ORD000279,Blinkit,Delhi,30.0,Snacks & Munchies,Yes,253.76,11.4,6.46,12.0,4.0,3.0
ORD000280,JioMart Express,Bangalore,44.0,Meat & Seafood,No,646.63,8.8,8.94,4.0,3.0,3.0
ORD000281,BigBasket Now,Kolkata,61.0,Beverages,Yes,592.31,11.3,6.56,16.0,5.0,4.0
ORD000282,Dunzo,Ahmedabad,54.0,Bakery,Yes,1110.86,8.4,5.88,2.0,5.0,5.0
ORD000283,Dunzo,Pune,24.0,Groceries,No,502.6,16.8,5.91,4.0,4.0,3.0
ORD000284,Swiggy Instamart,Delhi,25.0,Household Essentials,Yes,551.37,23.5,5.22,4.0,4.0,5.0
ORD000285,Blinkit,Mumbai,54.0,Household Essentials,Yes,934.55,9.9,8.17,11.0,4.0,4.0
ORD000286,Blinkit,Bangalore,58.0,Baby Care,No,276.83,18.2,0.98,3.0,1.0,1.0
ORD000287,Swiggy Instamart,Chennai,31.0,Household Essentials,Yes,165.18,23.1,8.91,10.0,2.0,5.0
ORD000288,Swiggy Instamart,Bangalore,29.0,Dairy & Eggs,No,454.89,16.4,6.07,12.0,4.0,5.0
ORD000289,Swiggy Instamart,Bangalore,53.0,Fruits & Vegetables,No,171.82,8.6,8.56,17.0,4.0,5.0
ORD000290,BigBasket Now,Kolkata,57.0,Meat & Seafood,No,1758.76,19.2,0.6,9.0,2.0,4.0
ORD000291,JioMart Express,Delhi,34.0,Groceries,No,966.13,16.1,8.76,,,3.0
ORD000292,Blinkit,Pune,57.0,Household Essentials,Yes,1477.91,15.4,1.64,18.0,2.0,
ORD000293,BigBasket Now,Bangalore,46.0,Household Essentials,Yes,418.83,13.2,7.35,12.0,5.0,4.0
ORD000294,Swiggy Instamart,Delhi,44.0,Baby Care,Yes,561.35,17.0,4.46,6.0,3.0,4.0
ORD000295,Blinkit,,18.0,Snacks & Munchies,Yes,306.22,20.2,6.97,18.0,2.0,5.0
ORD000296,BigBasket Now,Chennai,51.0,Beverages,No,685.23,42.8,6.47,13.0,4.0,5.0
ORD000297,JioMart Express,Mumbai,21.0,Bakery,No,194.55,17.2,2.05,15.0,,3.0
ORD000298,BigBasket Now,Mumbai,41.0,Bakery,No,100.0,30.1,5.39,1.0,4.0,4.0
ORD000299,JioMart Express,Ahmedabad,38.0,Bakery,No,251.03,19.0,3.13,8.0,4.0,5.0
ORD000300,Swiggy Instamart,Mumbai,50.0,Bakery,Yes,168.46,15.8,5.82,18.0,4.0,3.0
ORD000301,JioMart Express,Hyderabad,24.0,Personal Care,No,979.22,17.5,7.51,12.0,5.0,4.0
ORD000302,Blinkit,Hyderabad,18.0,Groceries,No,1199.2,10.1,1.27,12.0,3.0,1.0
ORD000303,Swiggy Instamart,Bangalore,58.0,Snacks & Munchies,No,173.86,18.6,5.4,1.0,4.0,4.0
ORD000304,Blinkit,Hyderabad,20.0,Beverages,Yes,875.71,7.4,6.37,10.0,5.0,4.0
ORD000305,Dunzo,Delhi,61.0,Beverages,No,713.96,11.6,3.31,19.0,3.0,2.0
ORD000306,Zepto,Hyderabad,32.0,Baby Care,Yes,157.3,17.2,9.55,19.0,3.0,1.0
ORD000307,JioMart Express,Delhi,48.0,Meat & Seafood,No,319.21,26.5,5.44,11.0,3.0,4.0
ORD000308,Zepto,Hyderabad,33.0,Household Essentials,No,284.83,29.1,2.23,3.0,1.0,3.0
ORD000309,Zepto,Mumbai,27.0,Household Essentials,Yes,631.94,15.0,1.52,14.0,,1.0
ORD000310,JioMart Express,Hyderabad,46.0,Snacks & Munchies,No,193.01,17.5,5.65,18.0,1.0,5.0
ORD000311,Swiggy Instamart,Mumbai,23.0,Personal Care,No,380.19,24.4,4.06,6.0,3.0,4.0
ORD000312,Dunzo,Delhi,46.0,Dairy & Eggs,Yes,267.32,9.7,2.33,9.0,4.0,3.0
ORD000313,Blinkit,Delhi,34.0,Fruits & Vegetables,No,535.93,19.3,0.79,9.0,1.0,5.0
ORD000314,BigBasket Now,Mumbai,39.0,Snacks & Munchies,No,354.22,11.8,5.88,17.0,5.0,3.0
ORD000315,Blinkit,Kolkata,41.0,Dairy & Eggs,No,292.61,15.4,6.19,4.0,5.0,3.0
ORD000316,BigBasket Now,Delhi,34.0,Fruits & Vegetables,No,354.97,13.7,1.85,4.0,4.0,5.0
ORD000317,Blinkit,Pune,38.0,Beverages,No,1368.71,19.6,6.22,19.0,5.0,3.0
ORD000318,JioMart Express,Ahmedabad,28.0,Personal Care,No,314.15,20.5,9.54,16.0,4.0,5.0
ORD000319,Dunzo,Hyderabad,24.0,Snacks & Munchies,Yes,216.03,23.5,9.79,17.0,5.0,5.0
ORD000320,BigBasket Now,Mumbai,59.0,Bakery,Yes,572.53,18.9,8.94,3.0,3.0,3.0
ORD000321,Swiggy Instamart,Delhi,56.0,Beverages,No,370.14,17.6,8.17,7.0,5.0,1.0
ORD000322,Blinkit,Kolkata,22.0,Dairy & Eggs,No,172.58,34.5,2.49,5.0,5.0,2.0
ORD000323,Blinkit,Delhi,61.0,Snacks & Munchies,No,1539.01,8.9,1.99,3.0,3.0,2.0
ORD000324,BigBasket Now,Mumbai,38.0,Snacks & Munchies,No,326.53,32.4,4.73,12.0,4.0,5.0
ORD000325,Swiggy Instamart,Hyderabad,35.0,Baby Care,No,321.59,14.6,6.39,19.0,5.0,4.0
ORD000326,Swiggy Instamart,Kolkata,52.0,Groceries,Yes,444.03,20.7,8.58,9.0,3.0,1.0
ORD000327,JioMart Express,Kolkata,37.0,Beverages,No,1139.19,14.4,2.7,3.0,4.0,4.0
ORD000328,JioMart Express,Mumbai,32.0,Snacks & Munchies,Yes,147.25,12.4,5.06,3.0,2.0,3.0
ORD000329,JioMart Express,Chennai,22.0,Household Essentials,No,476.08,20.0,6.65,16.0,3.0,3.0
ORD000330,JioMart Express,Delhi,30.0,Household Essentials,No,1411.44,24.9,4.73,13.0,2.0,3.0
ORD000331,JioMart Express,Delhi,29.0,Groceries,No,435.82,19.9,4.81,6.0,4.0,5.0
ORD000332,JioMart Express,Pune,38.0,Snacks & Munchies,Yes,192.25,13.2,2.64,1.0,4.0,1.0
ORD000333,Dunzo,Delhi,54.0,Bakery,No,278.37,60.0,9.87,11.0,5.0,4.0
ORD000334,Swiggy Instamart,Delhi,23.0,Groceries,No,456.75,26.6,5.01,18.0,4.0,2.0
ORD000335,JioMart Express,Mumbai,24.0,Groceries,No,896.49,23.9,5.56,3.0,3.0,4.0
ORD000336,Swiggy Instamart,Pune,43.0,Dairy & Eggs,Yes,329.11,14.3,2.58,18.0,2.0,4.0
ORD000337,Swiggy Instamart,Kolkata,59.0,Dairy & Eggs,No,662.48,12.8,5.38,11.0,5.0,
ORD000338,Zepto,Hyderabad,25.0,Meat & Seafood,No,170.51,14.7,2.93,15.0,4.0,4.0
ORD000339,Dunzo,Chennai,26.0,Beverages,No,169.66,25.3,2.42,3.0,5.0,4.0
ORD000340,JioMart Express,Mumbai,44.0,Fruits & Vegetables,No,301.97,11.1,3.12,12.0,1.0,3.0
ORD000341,Blinkit,Bangalore,21.0,Groceries,Yes,956.06,10.7,0.53,12.0,4.0,5.0
ORD000342,BigBasket Now,Delhi,38.0,Dairy & Eggs,Yes,420.45,20.4,5.92,17.0,3.0,4.0
ORD000343,Blinkit,Mumbai,48.0,Personal Care,No,480.05,18.7,4.18,1.0,1.0,
ORD000344,Dunzo,Bangalore,38.0,Meat & Seafood,Yes,476.68,12.1,9.04,11.0,5.0,4.0
ORD000345,BigBasket Now,Pune,57.0,Snacks & Munchies,No,784.88,10.6,0.89,15.0,4.0,5.0
ORD000346,Dunzo,Mumbai,42.0,Beverages,Yes,279.74,29.2,0.91,9.0,,4.0
ORD000347,Swiggy Instamart,Delhi,56.0,Snacks & Munchies,No,609.7,19.0,8.92,7.0,5.0,3.0
ORD000348,BigBasket Now,,32.0,Meat & Seafood,Yes,245.05,9.5,1.7,11.0,4.0,
ORD000349,Swiggy Instamart,Delhi,52.0,Baby Care,No,1326.05,9.8,0.52,18.0,1.0,5.0
ORD000350,Blinkit,Pune,60.0,Household Essentials,Yes,249.58,14.2,2.2,7.0,5.0,5.0
ORD000351,Blinkit,Bangalore,58.0,Beverages,Yes,237.59,22.0,8.33,18.0,3.0,2.0
ORD000352,BigBasket Now,Bangalore,54.0,Household Essentials,Yes,561.05,20.9,8.13,15.0,5.0,4.0
ORD000353,BigBasket Now,Chennai,59.0,Personal Care,Yes,423.21,25.9,3.73,16.0,5.0,4.0
ORD000354,JioMart Express,Mumbai,64.0,Snacks & Munchies,No,490.84,9.1,6.85,15.0,3.0,4.0
ORD000355,Dunzo,Bangalore,45.0,Baby Care,Yes,462.38,18.0,5.32,4.0,4.0,5.0
ORD000356,JioMart Express,Bangalore,31.0,Personal Care,No,209.72,29.1,9.09,,1.0,4.0
ORD000357,Dunzo,Hyderabad,21.0,Fruits & Vegetables,No,1062.11,28.0,1.04,14.0,4.0,4.0
ORD000358,JioMart Express,Ahmedabad,37.0,Snacks & Munchies,No,689.61,19.0,8.23,3.0,5.0,4.0
ORD000359,Swiggy Instamart,Chennai,51.0,Meat & Seafood,No,911.75,42.1,2.12,16.0,3.0,3.0
ORD000360,BigBasket Now,Bangalore,29.0,Baby Care,No,293.83,21.0,4.22,,2.0,4.0
ORD000361,Blinkit,Kolkata,50.0,Beverages,No,517.97,25.0,2.32,19.0,4.0,1.0
ORD000362,Dunzo,Mumbai,41.0,Baby Care,No,454.15,16.7,7.17,10.0,4.0,3.0
ORD000363,Dunzo,Mumbai,37.0,Snacks & Munchies,Yes,793.78,12.0,6.94,17.0,4.0,3.0
ORD000364,Blinkit,Delhi,22.0,Dairy & Eggs,Yes,809.28,11.6,5.71,4.0,5.0,4.0
ORD000365,JioMart Express,Delhi,55.0,Personal Care,No,452.97,17.7,7.13,18.0,4.0,4.0
ORD000366,Dunzo,Bangalore,47.0,Baby Care,No,162.26,15.1,6.58,10.0,5.0,5.0
ORD000367,Swiggy Instamart,Hyderabad,41.0,Household Essentials,No,1173.56,8.1,7.88,16.0,3.0,4.0
ORD000368,BigBasket Now,Pune,60.0,Personal Care,No,563.18,10.9,2.77,3.0,4.0,4.0
ORD000369,Blinkit,Bangalore,57.0,Household Essentials,Yes,280.04,14.5,4.57,12.0,4.0,3.0
ORD000370,BigBasket Now,Bangalore,24.0,Baby Care,No,514.88,22.0,1.94,19.0,5.0,5.0
ORD000371,Dunzo,Mumbai,53.0,Dairy & Eggs,No,162.93,16.3,4.58,3.0,,2.0
ORD000372,Dunzo,Mumbai,55.0,Personal Care,Yes,759.92,16.0,7.17,9.0,5.0,5.0
ORD000373,Blinkit,Hyderabad,33.0,Meat & Seafood,No,166.88,11.1,7.07,7.0,5.0,4.0
ORD000374,Swiggy Instamart,Bangalore,32.0,Personal Care,Yes,353.36,16.6,7.24,16.0,5.0,3.0
ORD000375,Zepto,Kolkata,63.0,Beverages,No,467.16,27.9,3.43,1.0,4.0,4.0
ORD000376,Blinkit,Mumbai,40.0,Baby Care,No,752.43,17.5,6.79,15.0,4.0,1.0
ORD000377,Zepto,Mumbai,29.0,Fruits & Vegetables,Yes,430.06,9.0,3.99,2.0,4.0,3.0
ORD000378,JioMart Express,Bangalore,46.0,Snacks & Munchies,No,590.5,10.0,9.47,16.0,3.0,4.0
ORD000379,Zepto,Delhi,61.0,Groceries,No,396.67,20.8,3.76,7.0,5.0,4.0
ORD000380,Swiggy Instamart,Mumbai,32.0,Bakery,Yes,395.71,15.0,6.23,14.0,5.0,2.0
ORD000381,JioMart Express,Chennai,46.0,Fruits & Vegetables,Yes,424.66,16.0,7.63,2.0,5.0,4.0
ORD000382,Zepto,Mumbai,62.0,Household Essentials,No,360.17,12.9,9.11,18.0,4.0,5.0
ORD000383,JioMart Express,Hyderabad,60.0,Meat & Seafood,Yes,146.65,20.1,4.66,1.0,,4.0
ORD000384,Zepto,Delhi,38.0,Meat & Seafood,No,254.42,14.6,3.92,16.0,4.0,3.0
ORD000385,Swiggy Instamart,Mumbai,32.0,Bakery,Yes,467.25,15.3,4.59,9.0,4.0,2.0
ORD000386,Zepto,Delhi,31.0,Dairy & Eggs,No,347.42,11.7,3.58,,5.0,1.0
ORD000387,Zepto,Kolkata,59.0,Beverages,No,367.42,23.8,6.71,13.0,5.0,5.0
ORD000388,Zepto,Bangalore,61.0,Snacks & Munchies,Yes,332.28,15.1,9.36,2.0,2.0,4.0
ORD000389,Blinkit,Chennai,33.0,Fruits & Vegetables,No,240.29,21.0,1.7,18.0,4.0,4.0
ORD000390,Blinkit,Mumbai,32.0,Groceries,No,300.11,10.2,5.83,,4.0,2.0
ORD000391,Blinkit,Kolkata,59.0,Personal Care,No,335.59,32.9,9.03,8.0,4.0,3.0
ORD000392,Swiggy Instamart,Delhi,21.0,Bakery,No,404.68,27.4,1.45,3.0,4.0,5.0
ORD000393,JioMart Express,Chennai,44.0,Dairy & Eggs,No,510.82,7.7,5.19,17.0,3.0,4.0
ORD000394,Dunzo,Hyderabad,40.0,Meat & Seafood,No,362.01,11.9,8.72,2.0,3.0,5.0
ORD000395,Zepto,Pune,46.0,Groceries,No,217.5,19.9,9.05,6.0,5.0,5.0
ORD000396,Zepto,Bangalore,58.0,Meat & Seafood,No,174.36,9.7,5.39,8.0,1.0,5.0
ORD000397,Swiggy Instamart,Mumbai,26.0,Baby Care,Yes,1916.9,15.6,0.74,17.0,5.0,3.0
ORD000398,Zepto,,60.0,Bakery,No,204.82,19.5,1.5,6.0,4.0,3.0
ORD000399,Blinkit,Kolkata,60.0,Dairy & Eggs,Yes,295.55,15.3,6.07,12.0,5.0,3.0
ORD000400,Dunzo,Bangalore,24.0,Personal Care,Yes,550.16,20.4,1.68,16.0,5.0,5.0
ORD000401,BigBasket Now,Kolkata,59.0,Household Essentials,Yes,500.96,12.5,1.92,6.0,4.0,4.0
ORD000402,Zepto,Delhi,21.0,Dairy & Eggs,Yes,551.43,6.7,7.84,2.0,4.0,5.0
ORD000403,Blinkit,Delhi,22.0,Snacks & Munchies,Yes,309.32,24.4,7.63,3.0,4.0,5.0
ORD000404,BigBasket Now,Mumbai,22.0,Personal Care,Yes,465.51,24.3,8.51,9.0,3.0,5.0
ORD000405,Dunzo,Ahmedabad,28.0,Fruits & Vegetables,Yes,418.55,44.8,1.5,19.0,2.0,4.0
ORD000406,BigBasket Now,Hyderabad,58.0,Dairy & Eggs,No,334.53,6.8,2.38,10.0,4.0,3.0
ORD000407,Blinkit,Pune,45.0,Personal Care,Yes,467.43,22.2,8.41,13.0,5.0,3.0
ORD000408,JioMart Express,Delhi,33.0,Fruits & Vegetables,Yes,759.92,7.5,7.35,13.0,3.0,4.0
ORD000409,JioMart Express,Hyderabad,58.0,Dairy & Eggs,Yes,398.09,33.2,8.16,15.0,4.0,5.0
ORD000410,BigBasket Now,Chennai,47.0,Groceries,Yes,399.68,20.0,9.9,13.0,4.0,5.0
ORD000411,Swiggy Instamart,Delhi,21.0,Household Essentials,Yes,765.78,11.2,8.71,13.0,5.0,3.0
ORD000412,BigBasket Now,Kolkata,19.0,Groceries,No,718.25,22.5,5.44,6.0,2.0,3.0
ORD000413,Zepto,Ahmedabad,63.0,Snacks & Munchies,No,1043.53,13.2,3.45,18.0,3.0,4.0
ORD000414,Zepto,Pune,20.0,Personal Care,No,140.65,18.5,5.91,7.0,5.0,4.0
ORD000415,JioMart Express,,38.0,Fruits & Vegetables,No,694.42,17.9,6.57,3.0,1.0,2.0
ORD000416,Swiggy Instamart,Delhi,23.0,Baby Care,Yes,578.79,33.0,3.69,1.0,4.0,4.0
ORD000417,Blinkit,Delhi,60.0,Dairy & Eggs,Yes,237.13,34.0,7.82,12.0,4.0,5.0
ORD000418,Zepto,Ahmedabad,35.0,Baby Care,Yes,469.16,12.9,1.38,5.0,4.0,5.0
ORD000419,JioMart Express,Mumbai,61.0,Dairy & Eggs,No,757.99,25.1,7.9,11.0,4.0,4.0
ORD000420,Dunzo,Chennai,22.0,Snacks & Munchies,Yes,245.31,19.0,0.8,12.0,5.0,4.0
ORD000421,JioMart Express,Chennai,26.0,Baby Care,No,526.12,9.3,5.23,16.0,3.0,3.0
ORD000422,Zepto,Hyderabad,37.0,Fruits & Vegetables,Yes,680.49,12.4,8.68,1.0,3.0,5.0
ORD000423,Zepto,Ahmedabad,45.0,Beverages,Yes,212.17,41.9,1.32,18.0,4.0,2.0
ORD000424,JioMart Express,Delhi,43.0,Groceries,No,370.42,19.0,5.42,1.0,4.0,3.0
ORD000425,Blinkit,Delhi,35.0,Fruits & Vegetables,No,483.27,24.5,2.01,5.0,4.0,1.0
ORD000426,BigBasket Now,Mumbai,36.0,Meat & Seafood,No,250.22,15.1,9.0,4.0,5.0,4.0
ORD000427,Zepto,Bangalore,20.0,Bakery,No,238.06,13.3,8.41,1.0,5.0,5.0
ORD000428,JioMart Express,Delhi,26.0,Snacks & Munchies,No,372.03,16.6,9.37,15.0,3.0,5.0
ORD000429,JioMart Express,Delhi,53.0,Household Essentials,No,652.61,14.8,8.81,5.0,3.0,4.0
ORD000430,Swiggy Instamart,Kolkata,48.0,Dairy & Eggs,No,593.62,9.0,7.5,7.0,3.0,5.0
ORD000431,BigBasket Now,Pune,34.0,Fruits & Vegetables,Yes,240.6,11.0,2.26,17.0,5.0,3.0
ORD000432,Dunzo,Mumbai,40.0,Baby Care,No,596.63,21.8,3.37,6.0,4.0,4.0
ORD000433,Blinkit,Delhi,51.0,Bakery,No,244.31,14.1,5.22,13.0,4.0,5.0
ORD000434,Dunzo,Pune,58.0,Beverages,Yes,153.53,16.6,6.09,15.0,5.0,4.0
ORD000435,BigBasket Now,Mumbai,58.0,Meat & Seafood,No,323.67,18.1,7.93,7.0,4.0,2.0
ORD000436,BigBasket Now,Mumbai,22.0,Baby Care,No,791.38,18.6,2.66,7.0,2.0,5.0
ORD000437,BigBasket Now,Mumbai,32.0,Groceries,No,597.99,26.0,1.72,13.0,4.0,3.0
ORD000438,Dunzo,Hyderabad,64.0,Beverages,Yes,403.05,10.6,5.08,4.0,4.0,2.0
ORD000439,BigBasket Now,Mumbai,20.0,Bakery,No,314.18,20.7,2.0,18.0,5.0,4.0
ORD000440,JioMart Express,Ahmedabad,36.0,Personal Care,No,319.3,22.2,7.09,,4.0,2.0
ORD000441,Dunzo,Bangalore,45.0,Personal Care,No,430.64,24.4,5.97,19.0,2.0,4.0
ORD000442,BigBasket Now,Bangalore,20.0,Bakery,Yes,212.5,9.3,7.54,16.0,3.0,4.0
ORD000443,JioMart Express,Delhi,55.0,Personal Care,No,327.38,18.2,1.1,18.0,5.0,3.0
ORD000444,Swiggy Instamart,Bangalore,21.0,Snacks & Munchies,Yes,354.48,32.7,9.66,16.0,5.0,5.0
ORD000445,BigBasket Now,Hyderabad,41.0,Fruits & Vegetables,No,179.35,15.8,0.5,16.0,1.0,5.0
ORD000446,Dunzo,Chennai,48.0,Dairy & Eggs,Yes,243.94,20.0,3.59,2.0,1.0,2.0
ORD000447,Zepto,Chennai,62.0,Fruits & Vegetables,No,516.1,22.5,6.96,14.0,4.0,5.0
ORD000448,BigBasket Now,Hyderabad,62.0,Meat & Seafood,No,405.74,10.9,0.93,19.0,4.0,4.0
ORD000449,Zepto,Pune,28.0,Fruits & Vegetables,Yes,335.21,34.2,1.29,16.0,3.0,5.0
ORD000450,JioMart Express,Kolkata,54.0,Fruits & Vegetables,Yes,233.49,20.1,1.23,4.0,4.0,5.0
ORD000451,Swiggy Instamart,Chennai,18.0,Groceries,Yes,1039.1,20.2,6.02,13.0,5.0,
ORD000452,Blinkit,Mumbai,26.0,Dairy & Eggs,Yes,244.01,8.5,9.01,8.0,4.0,4.0
ORD000453,Swiggy Instamart,Mumbai,34.0,Fruits & Vegetables,Yes,469.17,22.6,5.78,3.0,4.0,5.0
ORD000454,BigBasket Now,Delhi,18.0,Dairy & Eggs,No,301.05,20.1,6.23,3.0,5.0,
ORD000455,Zepto,Hyderabad,20.0,Household Essentials,No,412.31,31.5,3.79,5.0,3.0,2.0
ORD000456,Zepto,Bangalore,64.0,Personal Care,No,530.9,14.5,0.68,11.0,4.0,1.0
ORD000457,Dunzo,Bangalore,43.0,Baby Care,No,177.3,11.1,0.71,13.0,4.0,2.0
ORD000458,Zepto,Pune,48.0,Groceries,Yes,401.83,12.5,8.94,2.0,4.0,1.0
ORD000459,Dunzo,Pune,43.0,Personal Care,Yes,824.22,13.4,1.47,6.0,5.0,3.0
ORD000460,JioMart Express,Pune,40.0,Dairy & Eggs,Yes,1160.84,10.5,10.0,7.0,3.0,3.0
ORD000461,Blinkit,Delhi,47.0,Personal Care,No,373.15,27.6,2.06,4.0,2.0,
ORD000462,BigBasket Now,Chennai,27.0,Fruits & Vegetables,No,413.65,28.0,6.91,9.0,5.0,4.0
ORD000463,Dunzo,Delhi,25.0,Baby Care,Yes,1520.51,15.2,9.52,18.0,,5.0
ORD000464,Blinkit,Mumbai,61.0,Fruits & Vegetables,Yes,797.08,14.1,3.94,14.0,4.0,5.0
ORD000465,Zepto,Mumbai,42.0,Meat & Seafood,No,278.56,8.0,7.48,6.0,4.0,3.0
ORD000466,Zepto,Delhi,39.0,Fruits & Vegetables,No,278.28,21.7,3.83,2.0,5.0,5.0
ORD000467,Blinkit,Bangalore,32.0,Baby Care,No,716.18,31.9,3.4,4.0,4.0,5.0
ORD000468,Zepto,Kolkata,58.0,Beverages,Yes,219.95,12.7,2.42,15.0,4.0,5.0
ORD000469,JioMart Express,Mumbai,27.0,Household Essentials,No,774.82,15.7,8.3,3.0,4.0,5.0
ORD000470,JioMart Express,Chennai,37.0,Dairy & Eggs,Yes,493.03,19.6,2.95,4.0,,5.0
ORD000471,Blinkit,Bangalore,58.0,Household Essentials,No,550.39,32.8,3.19,4.0,5.0,3.0
ORD000472,Dunzo,Delhi,64.0,Meat & Seafood,No,345.83,17.8,9.99,15.0,3.0,2.0
ORD000473,Dunzo,Bangalore,40.0,Household Essentials,No,276.47,17.8,3.61,11.0,5.0,4.0
ORD000474,Blinkit,Delhi,18.0,Personal Care,Yes,969.9,17.7,4.52,17.0,5.0,2.0
ORD000475,Dunzo,Hyderabad,19.0,Bakery,Yes,347.91,9.3,9.91,,4.0,5.0
ORD000476,Dunzo,Bangalore,36.0,Groceries,No,315.27,9.2,4.01,3.0,4.0,4.0
ORD000477,JioMart Express,,31.0,Baby Care,Yes,384.49,11.9,3.98,10.0,4.0,5.0
ORD000478,Dunzo,Mumbai,25.0,Groceries,No,452.96,24.7,8.36,4.0,4.0,5.0
ORD000479,Swiggy Instamart,Bangalore,55.0,Baby Care,No,217.35,14.4,3.46,13.0,5.0,4.0
ORD000480,BigBasket Now,Pune,29.0,Dairy & Eggs,Yes,287.46,13.3,2.72,2.0,2.0,
ORD000481,Zepto,Delhi,43.0,Household Essentials,No,278.43,13.2,4.52,6.0,3.0,3.0
ORD000482,Swiggy Instamart,Chennai,44.0,Dairy & Eggs,Yes,669.93,15.6,7.16,19.0,3.0,4.0
ORD000483,Dunzo,Hyderabad,46.0,Fruits & Vegetables,No,237.09,32.5,0.91,8.0,5.0,5.0
ORD000484,JioMart Express,Pune,32.0,Fruits & Vegetables,No,140.69,15.5,4.05,6.0,4.0,5.0
ORD000485,Blinkit,Kolkata,63.0,Groceries,No,123.93,12.0,3.79,14.0,4.0,3.0
ORD000486,Dunzo,Hyderabad,18.0,Snacks & Munchies,Yes,166.96,16.6,2.83,8.0,5.0,3.0
ORD000487,JioMart Express,Hyderabad,60.0,Snacks & Munchies,No,913.17,33.2,6.72,6.0,5.0,1.0
ORD000488,BigBasket Now,Pune,45.0,Bakery,No,407.37,13.4,3.25,12.0,5.0,3.0
